,Unnamed: 0,value,formattedValue,hasData,link,topic_mid,topic_title,topic_type,habilidades
1,1,96,96,True,/trends/explore?q=/m/025s6bf&date=today+12-m&geo=BR,/m/025s6bf,Oxigénio,Elemento químico,Inteligência de Negócio
2,2,91,91,True,/trends/explore?q=/g/121jnq1m&date=today+12-m&geo=BR,/g/121jnq1m,Negócios,Assunto,Inteligência de Negócio
3,3,59,59,True,/trends/explore?q=/m/026sq&date=today+12-m&geo=BR,/m/026sq,Dados,Assunto,Inteligência de Negócio
4,4,57,57,True,/trends/explore?q=/m/0bj6r&date=today+12-m&geo=BR,/m/0bj6r,Sistema,Assunto,Inteligência de Negócio
5,5,50,50,True,/trends/explore?q=/m/03y39&date=today+12-m&geo=BR,/m/03y39,Informação,Assunto,Inteligência de Negócio
6,6,47,47,True,/trends/explore?q=/m/015ns&date=today+12-m&geo=BR,/m/015ns,Ser,Assunto,Inteligência de Negócio
7,7,40,40,True,/trends/explore?q=/m/07c1v&date=today+12-m&geo=BR,/m/07c1v,Tecnologia,Assunto,Inteligência de Negócio
8,8,35,35,True,/trends/explore?q=/m/0qb7t&date=today+12-m&geo=BR,/m/0qb7t,Organização,Assunto,Inteligência de Negócio
9,9,34,34,True,/trends/explore?q=/g/121vr6rm&date=today+12-m&geo=BR,/g/121vr6rm,Análise,Assunto,Inteligência de Negócio
10,10,28,28,True,/trends/explore?q=/m/0mkz&date=today+12-m&geo=BR,/m/0mkz,Inteligência artificial,Campo de estudo,Inteligência de Negócio
11,11,28,28,True,/trends/explore?q=/m/015hcf&date=today+12-m&geo=BR,/m/015hcf,Ideia,Assunto,Inteligência de Negócio
12,12,27,27,True,/trends/explore?q=/m/0g4gr&date=today+12-m&geo=BR,/m/0g4gr,Marketing,Assunto,Inteligência de Negócio
13,13,25,25,True,/trends/explore?q=/m/016jq3&date=today+12-m&geo=BR,/m/016jq3,Inteligência empresarial,Assunto,Inteligência de Negócio
14,14,23,23,True,/trends/explore?q=/m/06nxt&date=today+12-m&geo=BR,/m/06nxt,Segundo,Unidade de medida,Inteligência de Negócio
15,15,23,23,True,/trends/explore?q=/g/120hndy9&date=today+12-m&geo=BR,/g/120hndy9,Processos da gerência de projetos,Assunto,Inteligência de Negócio
16,16,23,23,True,/trends/explore?q=/g/120pytmm&date=today+12-m&geo=BR,/g/120pytmm,Sistema de informação,Assunto,Inteligência de Negócio
17,17,23,23,True,/trends/explore?q=/m/09y4pm&date=today+12-m&geo=BR,/m/09y4pm,Mercado,Assunto,Inteligência de Negócio
18,18,22,22,True,/trends/explore?q=/m/0203b&date=today+12-m&geo=BR,/m/0203b,Conceito,Assunto,Inteligência de Negócio
19,19,21,21,True,/trends/explore?q=/m/06mpr&date=today+12-m&geo=BR,/m/06mpr,Conjunto,Assunto,Inteligência de Negócio
20,20,20,20,True,/trends/explore?q=/m/0217bt&date=today+12-m&geo=BR,/m/0217bt,Planejamento,Assunto,Inteligência de Negócio
21,21,19,19,True,/trends/explore?q=/m/02mj0&date=today+12-m&geo=BR,/m/02mj0,e,Constante matemática,Inteligência de Negócio
22,22,19,19,True,/trends/explore?q=/m/0ns8w&date=today+12-m&geo=BR,/m/0ns8w,Inteligência emocional,Assunto,Inteligência de Negócio
23,23,19,19,True,/trends/explore?q=/m/02wbt5h&date=today+12-m&geo=BR,/m/02wbt5h,Contexto,Assunto,Inteligência de Negócio
24,24,18,18,True,/trends/explore?q=/m/014cnc&date=today+12-m&geo=BR,/m/014cnc,Aluno,Assunto,Inteligência de Negócio
0,0,100,100,True,/trends/explore?q=/m/03ytc&date=today+12-m&geo=BR,/m/03ytc,Tecnologia da informação,Tipo de organização,TI
1,1,17,17,True,/trends/explore?q=/g/11k_0zj3fv&date=today+12-m&geo=BR,/g/11k_0zj3fv,NVIDIA GeForce RTX,Placa de vídeo,TI
2,2,15,15,True,/trends/explore?q=/g/11b7hps9_v&date=today+12-m&geo=BR,/g/11b7hps9_v,NVIDIA GeForce GTX,Placa de vídeo,TI
3,3,10,10,True,/trends/explore?q=/m/0dgpf54&date=today+12-m&geo=BR,/m/0dgpf54,Cifra,Música,TI
4,4,8,8,True,/trends/explore?q=/g/11csb4412b&date=today+12-m&geo=BR,/g/11csb4412b,NVIDIA GeForce GTX 1050 Ti,Placa de vídeo,TI
5,5,7,7,True,/trends/explore?q=/g/11c1tb8tvn&date=today+12-m&geo=BR,/g/11c1tb8tvn,Eu Cuido de Ti,Canção de Canção & Louvor,TI
6,6,6,6,True,/trends/explore?q=/m/0syjz&date=today+12-m&geo=BR,/m/0syjz,Placa de vídeo,Classe do periférico do computador,TI
7,7,5,5,True,/trends/explore?q=/m/066969&date=today+12-m&geo=BR,/m/066969,Louvor,Assunto,TI
8,8,5,5,True,/trends/explore?q=/m/07s0m_&date=today+12-m&geo=BR,/m/07s0m_,Faculdade,Assunto,TI
9,9,5,5,True,/trends/explore?q=/m/0cdv_1&date=today+12-m&geo=BR,/m/0cdv_1,Senhor,Assunto,TI
10,10,5,5,True,/trends/explore?q=/m/02bk07&date=today+12-m&geo=BR,/m/02bk07,Canto,Assunto,TI
11,11,4,4,True,/trends/explore?q=/m/07c1v&date=today+12-m&geo=BR,/m/07c1v,Tecnologia,Assunto,TI
12,12,3,3,True,/trends/explore?q=/m/03y39&date=today+12-m&geo=BR,/m/03y39,Informação,Assunto,TI
13,13,3,3,True,/trends/explore?q=/m/024f4v6&date=today+12-m&geo=BR,/m/024f4v6,Preciso de Ti,Álbum ao vivo de Diante do Trono,TI
14,14,2,2,True,/trends/explore?q=/m/01rk91&date=today+12-m&geo=BR,/m/01rk91,Estágio profissional,Cargo,TI
15,15,1,1,True,/trends/explore?q=/m/01mf0&date=today+12-m&geo=BR,/m/01mf0,Software,Assunto,TI
16,16,1,1,True,/trends/explore?q=/m/018j6p&date=today+12-m&geo=BR,/m/018j6p,Programador,Emprego,TI
17,17,1,1,True,/trends/explore?q=/m/0c7z0&date=today+12-m&geo=BR,/m/0c7z0,Análise de sistemas,Campo de estudo,TI
18,18,1,1,True,/trends/explore?q=/m/017kvv&date=today+12-m&geo=BR,/m/017kvv,Infraestrutura,Engenharia,TI
19,19,1,1,True,/trends/explore?q=/g/11c60qfr40&date=today+12-m&geo=BR,/g/11c60qfr40,GALAX,Assunto,TI
20,20,1,1,True,/trends/explore?q=/g/11fyzfgzph&date=today+12-m&geo=BR,/g/11fyzfgzph,Infraestrutura de TI,Assunto,TI
21,21,1,1,True,/trends/explore?q=/m/022l1f&date=today+12-m&geo=BR,/m/022l1f,Unidade de processamento gráfico,Assunto,TI
22,22,1,1,True,/trends/explore?q=/g/11f63crj4m&date=today+12-m&geo=BR,/g/11f63crj4m,AMD Ryzen 7,Unidade central de processamento,TI
23,23,1,1,True,/trends/explore?q=/g/11dzf398r1&date=today+12-m&geo=BR,/g/11dzf398r1,TechPowerUp,Assunto,TI
0,0,100,100,True,/trends/explore?q=/m/026sq&date=today+12-m&geo=BR,/m/026sq,Dados,Assunto,Coleta de Dados
1,1,40,40,True,/trends/explore?q=/m/06cs1&date=today+12-m&geo=BR,/m/06cs1,Pesquisa,Assunto,Coleta de Dados
2,2,39,39,True,/trends/explore?q=/m/025s6bf&date=today+12-m&geo=BR,/m/025s6bf,Oxigénio,Elemento químico,Coleta de Dados
3,3,17,17,True,/trends/explore?q=/g/121vr6rm&date=today+12-m&geo=BR,/g/121vr6rm,Análise,Assunto,Coleta de Dados
4,4,17,17,True,/trends/explore?q=/m/015ns&date=today+12-m&geo=BR,/m/015ns,Ser,Assunto,Coleta de Dados
5,5,15,15,True,/trends/explore?q=/g/120hndy9&date=today+12-m&geo=BR,/g/120hndy9,Processos da gerência de projetos,Assunto,Coleta de Dados
6,6,15,15,True,/trends/explore?q=/g/122152pm&date=today+12-m&geo=BR,/g/122152pm,Técnica,Assunto,Coleta de Dados
7,7,15,15,True,/trends/explore?q=/m/06q2q&date=today+12-m&geo=BR,/m/06q2q,Cientista,Trabalho,Coleta de Dados
8,8,13,13,True,/trends/explore?q=/m/04szw&date=today+12-m&geo=BR,/m/04szw,Instrumento musical,Assunto,Coleta de Dados
9,9,13,13,True,/trends/explore?q=/m/02xgdd&date=today+12-m&geo=BR,/m/02xgdd,Metodologia,Campo de estudo,Coleta de Dados
10,10,12,12,True,/trends/explore?q=/m/01k8wb&date=today+12-m&geo=BR,/m/01k8wb,Conhecimento,Assunto,Coleta de Dados
11,11,12,12,True,/trends/explore?q=/m/03y39&date=today+12-m&geo=BR,/m/03y39,Informação,Assunto,Coleta de Dados
12,12,11,11,True,/trends/explore?q=/m/06nqd&date=today+12-m&geo=BR,/m/06nqd,Método científico,Assunto,Coleta de Dados
13,13,10,10,True,/trends/explore?q=/m/0qb7t&date=today+12-m&geo=BR,/m/0qb7t,Organização,Assunto,Coleta de Dados
14,14,10,10,True,/trends/explore?q=/m/01jdpf&date=today+12-m&geo=BR,/m/01jdpf,Entrevista,Assunto,Coleta de Dados
15,15,10,10,True,/trends/explore?q=/m/06mnr&date=today+12-m&geo=BR,/m/06mnr,Estatística,Campo de estudo,Coleta de Dados
16,16,10,10,True,/trends/explore?q=/m/020gjv&date=today+12-m&geo=BR,/m/020gjv,Pesquisa qualitativa,Assunto,Coleta de Dados
17,17,10,10,True,/trends/explore?q=/m/03g_1kv&date=today+12-m&geo=BR,/m/03g_1kv,Objetivo,Assunto,Coleta de Dados
18,18,8,8,True,/trends/explore?q=/m/0156dy&date=today+12-m&geo=BR,/m/0156dy,Projeto,Assunto,Coleta de Dados
19,19,8,8,True,/trends/explore?q=/m/026yf&date=today+12-m&geo=BR,/m/026yf,Definição,Assunto,Coleta de Dados
20,20,8,8,True,/trends/explore?q=/m/06mq7&date=today+12-m&geo=BR,/m/06mq7,Ciência,Categoria de escola,Coleta de Dados
21,21,7,7,True,/trends/explore?q=/g/11c6zwrcd1&date=today+12-m&geo=BR,/g/11c6zwrcd1,Estudo,Assunto,Coleta de Dados
22,22,7,7,True,/trends/explore?q=/g/122h6md7&date=today+12-m&geo=BR,/g/122h6md7,Trabalho,Economia,Coleta de Dados
23,23,7,7,True,/trends/explore?q=/m/02v_93z&date=today+12-m&geo=BR,/m/02v_93z,Função,Matemática,Coleta de Dados
24,24,6,6,True,/trends/explore?q=/m/03bx017&date=today+12-m&geo=BR,/m/03bx017,Pesquisador,Trabalho,Coleta de Dados
0,0,100,100,True,/trends/explore?q=/g/121jc7sl&date=today+12-m&geo=BR,/g/121jc7sl,Migração humana,Assunto,Fluxos
1,1,99,99,True,/trends/explore?q=/g/1223wxbx&date=today+12-m&geo=BR,/g/1223wxbx,Fluxo migratório,Assunto,Fluxos
2,2,91,91,True,/trends/explore?q=/m/0bxyw&date=today+12-m&geo=BR,/m/0bxyw,Fluxo,Física,Fluxos
3,3,81,81,True,/trends/explore?q=/m/025s6bf&date=today+12-m&geo=BR,/m/025s6bf,Oxigénio,Elemento químico,Fluxos
4,4,44,44,True,/trends/explore?q=/m/0cjr0&date=today+12-m&geo=BR,/m/0cjr0,Globalização,Assunto,Fluxos
5,5,40,40,True,/trends/explore?q=/m/01lff&date=today+12-m&geo=BR,/m/01lff,País,Assunto,Fluxos
6,6,36,36,True,/trends/explore?q=/g/120hndy9&date=today+12-m&geo=BR,/g/120hndy9,Processos da gerência de projetos,Assunto,Fluxos
7,7,33,33,True,/trends/explore?q=/m/02j62&date=today+12-m&geo=BR,/m/02j62,Economia,Campo de estudo,Fluxos
8,8,28,28,True,/trends/explore?q=/m/0cbx95&date=today+12-m&geo=BR,/m/0cbx95,Imigração,Assunto,Fluxos
9,9,28,28,True,/trends/explore?q=/m/03y39&date=today+12-m&geo=BR,/m/03y39,Informação,Assunto,Fluxos
10,10,24,24,True,/trends/explore?q=/m/07s6nbt&date=today+12-m&geo=BR,/m/07s6nbt,Texto,Assunto,Fluxos
11,11,23,23,True,/trends/explore?q=/m/034ns&date=today+12-m&geo=BR,/m/034ns,Geografia,Área de estudo,Fluxos
12,12,19,19,True,/trends/explore?q=/m/07c1v&date=today+12-m&geo=BR,/m/07c1v,Tecnologia,Assunto,Fluxos
13,13,19,19,True,/trends/explore?q=/m/0fg5q&date=today+12-m&geo=BR,/m/0fg5q,Região,Assunto,Fluxos
14,14,19,19,True,/trends/explore?q=/m/0f29w&date=today+12-m&geo=BR,/m/0f29w,Fluxo de caixa,Assunto,Fluxos
15,15,19,19,True,/trends/explore?q=/m/0fd6q&date=today+12-m&geo=BR,/m/0fd6q,Caixa,Conceito financeiro,Fluxos
16,16,18,18,True,/trends/explore?q=/m/0bj6r&date=today+12-m&geo=BR,/m/0bj6r,Sistema,Assunto,Fluxos
17,17,18,18,True,/trends/explore?q=/m/025szts&date=today+12-m&geo=BR,/m/025szts,Rede de computadores,Assunto,Fluxos
18,18,16,16,True,/trends/explore?q=/m/0qb7t&date=today+12-m&geo=BR,/m/0qb7t,Organização,Assunto,Fluxos
19,19,16,16,True,/trends/explore?q=/g/121vr6rm&date=today+12-m&geo=BR,/g/121vr6rm,Análise,Assunto,Fluxos
20,20,16,16,True,/trends/explore?q=/m/01s3b&date=today+12-m&geo=BR,/m/01s3b,Século,Unidade de tempo,Fluxos
21,21,15,15,True,/trends/explore?q=/m/0203b&date=today+12-m&geo=BR,/m/0203b,Conceito,Assunto,Fluxos
22,22,15,15,True,/trends/explore?q=/m/02j9z&date=today+12-m&geo=BR,/m/02j9z,Europa,Continente,Fluxos
23,23,14,14,True,/trends/explore?q=/m/01lyb&date=today+12-m&geo=BR,/m/01lyb,Continente,Categoria do recurso geográfico,Fluxos
24,24,14,14,True,/trends/explore?q=/g/121ymzyz&date=today+12-m&geo=BR,/g/121ymzyz,Indústria,Assunto,Fluxos
